total_comms_cost,success_prob_spec
0.7466722130775452,0.9
0.7466722130775452,0.91
0.7466722130775452,0.92
0.7466722130775452,0.93
0.7466722130775452,0.94
0.7466722130775452,0.95
0.7466722130775452,0.96
0.7466722130775452,0.97
0.7466722130775452,0.98
0.7474999999999999,0.99
0.75,1.0
